metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_07,7,0.28,low,en,1.0,1.0,0,,-0.3382950893557894,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_07,7,0.28,low,zh,1.0,1.0,0,,-0.3382950893557894,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_08,8,0.33,low,en,1.0,1.0,0,,-0.46672888850537203,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_08,8,0.33,low,zh,1.0,1.0,0,,-0.34523522258958245,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.7707584990151743,0.9,0,,0.12365849634343483,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.49249069050329164,0.55,1,,0.09977461912761035,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_10,10,0.92,high,en,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_10,10,0.92,high,zh,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.898684521152029,0.9400000000000001,0,,-0.09166984970282112,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.7132677655889417,0.8,0,,-0.09166984970282112,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_12,12,0.3,low,en,0.873449779679464,0.92,0,,0.12388755416946913,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.8298044999134613,0.88,0,,0.1247856689523882,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_13,13,0.83,high,en,1.0,1.0,0,,-0.7071067811865475,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.15519208487243022,0.17,1,,0.22360679774997894,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_14,14,0.74,high,en,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_14,14,0.74,high,zh,0.9623778860398527,0.98,0,,-0.1606438657804998,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,gpt-5.4-mini,2,study2_british_within,study2_item_02,2,0.3,low,en,1.0,1.0,0,,-0.36429003203460203,10,10,1.0,,
human_alignment,openai,gpt-5.4-mini,2,study2_british_within,study2_item_02,2,0.3,low,zh,0.9631922907258752,0.99,0,,-0.4722223621847104,10,10,1.0,,
human_alignment,openai,gpt-5.4-mini,2,study2_british_within,study2_item_03,3,0.36,medium,en,0.8381007680238335,0.9400000000000001,0,,-0.13934106452143413,10,10,1.0,,
human_alignment,openai,gpt-5.4-mini,2,study2_british_within,study2_item_03,3,0.36,medium,zh,0.7996821131666769,0.89,0,,-0.2285761244652364,10,10,1.0,,
human_alignment,openai,gpt-5.4-mini,2,study2_british_within,study2_item_04,4,0.24,low,en,0.73240946384368,0.76,0,,-0.03793216209054408,10,10,1.0,,
human_alignment,openai,gpt-5.4-mini,2,study2_british_within,study2_item_04,4,0.24,low,zh,0.8514232218183493,0.9,0,,-0.03793216209054408,10,10,1.0,,
