scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,zh,jsd,1.0,1.0
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,zh,tvd,1.0,1.0
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,zh,spearman,-0.4696682183138621,-0.4696682183138621
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,zh,jsd,1.0,1.0
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,zh,tvd,1.0,1.0
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,zh,spearman,-0.3455058811955659,-0.3455058811955659
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,en,jsd,0.14552737598194182,0.26201087565295306
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,en,tvd,0.17,0.33999999999999997
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,en,spearman,0.22360679774997894,0.22360679774997894
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,zh,jsd,0.09070410686643712,0.09070410686643712
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,zh,tvd,0.17,0.17
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,zh,spearman,0.7745966692414834,0.7745966692414834
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,en,jsd,1.0,1.0
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,en,tvd,1.0,1.0
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,en,spearman,-0.5388159060803247,-0.5388159060803247
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,zh,jsd,1.0,1.0
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,zh,tvd,1.0,1.0
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,zh,spearman,-0.5388159060803247,-0.5388159060803247
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,en,jsd,0.062764486510794,0.062764486510794
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,en,tvd,0.12,0.12
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,en,spearman,0.7905694150420948,0.7905694150420948
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,zh,jsd,0.062764486510794,0.062764486510794
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,zh,tvd,0.12,0.12
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,zh,spearman,0.7905694150420948,0.7905694150420948
