metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_08,8,0.33,low,en,0.9655170152388013,0.97,0,,-0.2478379864434084,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_08,8,0.33,low,zh,1.0,1.0,0,,-0.34523522258958245,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.7957924308805362,0.81,0,,-0.03992023920278996,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.522006850122805,0.62,0,,0.19136730060398688,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_10,10,0.92,high,en,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_10,10,0.92,high,zh,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.6358522069766877,0.7999999999999999,0,,-0.006547846407344365,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.626703470520874,0.8,0,,-0.006547846407344365,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_12,12,0.3,low,en,1.0,1.0,0,,-0.3455058811955659,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.8,0.8,0,,-0.03313147809612858,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_13,13,0.83,high,en,0.6111999452843622,0.78,0,,-0.22360679774997894,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.17502185914959006,0.18,1,,0.22360679774997894,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_14,14,0.74,high,en,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_14,14,0.74,high,zh,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,gpt-5.4,2,study2_british_within,study2_item_04,4,0.24,low,en,0.8514232218183493,0.9,0,,-0.2577156819718538,10,10,1.0,,
human_alignment,openai,gpt-5.4,2,study2_british_within,study2_item_04,4,0.24,low,zh,0.6636618022475085,0.76,0,,0.0,10,10,1.0,,
