metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
cross_lingual,openai,qwen3.6-plus,1,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.2958073480446818,0.6000000000000001,0,1.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,qwen3.6-plus,1,study2_british_within,study2_item_12,12,0.3,low,en_vs_zh,0.051899160321315516,0.09999999999999999,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,qwen3.6-plus,1,study2_british_within,study2_item_13,13,0.83,high,en_vs_zh,0.050075932720244076,0.06000000000000001,1,0.0,0.3333333333333334,50,50,1.0,50.0,50.0
cross_lingual,openai,qwen3.6-plus,1,study2_british_within,study2_item_14,14,0.74,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,qwen3.6-plus,1,study2_british_within,study2_item_15,15,0.88,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,qwen3.6-plus,2,study2_british_within,study2_item_09,9,0.48,medium,en_vs_zh,0.007299156760473963,0.09999999999999998,1,0.0,,10,10,1.0,10.0,10.0
cross_lingual,openai,qwen3.6-plus,2,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.19116495692878083,0.5,0,1.0,,10,10,1.0,10.0,10.0
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_01,1,0.9,high,en,1.0,1.0,0,,-0.6425294053171791,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_01,1,0.9,high,zh,1.0,1.0,0,,-0.6425294053171791,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_02,2,0.3,low,en,1.0,1.0,0,,-0.36429003203460203,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_02,2,0.3,low,zh,0.9093568906751774,0.95,0,,0.0,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_03,3,0.36,medium,en,0.9289911704818996,0.98,0,,-0.03200484803483466,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_03,3,0.36,medium,zh,0.7680777727959778,0.87,0,,0.04964543973951157,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_04,4,0.24,low,en,0.5636535477896301,0.76,1,,0.03793216209054408,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_04,4,0.24,low,zh,0.5636535477896301,0.76,1,,0.03793216209054408,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_05,5,0.64,medium,en,1.0,1.0,0,,-0.5032362797401965,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_05,5,0.64,medium,zh,0.9353499406117104,0.98,0,,-0.33352216754670905,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_06,6,0.44,medium,en,1.0,1.0,0,,-0.40547849682554116,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_06,6,0.44,medium,zh,1.0,1.0,0,,-0.40547849682554116,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_07,7,0.28,low,en,1.0,1.0,0,,-0.3382950893557894,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_07,7,0.28,low,zh,1.0,1.0,0,,-0.3382950893557894,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_08,8,0.33,low,en,1.0,1.0,0,,-0.34523522258958245,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_08,8,0.33,low,zh,0.9498044999134614,0.97,0,,-0.3068761243033293,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.9427206085768087,0.98,0,,-0.10978065780767239,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.9160278530393218,0.97,0,,-0.11405017141259281,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_10,10,0.92,high,en,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_10,10,0.92,high,zh,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.8622556248918266,0.9,0,,-0.09166984970282112,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.6561079720711209,0.8,0,,-0.006547846407344365,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_12,12,0.3,low,en,1.0,1.0,0,,-0.3455058811955659,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.8622556248918266,0.9,0,,-0.03313147809612858,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_13,13,0.83,high,en,0.6585378153491255,0.82,0,,-0.3106942549522469,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.4089015440088538,0.5599999999999999,0,,-0.27721849663516385,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_14,14,0.74,high,en,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_14,14,0.74,high,zh,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,qwen3.6-plus,2,study2_british_within,study2_item_09,9,0.48,medium,en,0.9362663224626242,0.98,0,,-0.07627617133390224,10,10,1.0,,
human_alignment,openai,qwen3.6-plus,2,study2_british_within,study2_item_09,9,0.48,medium,zh,0.9388497207269972,0.98,0,,-0.0930878007335995,10,10,1.0,,
human_alignment,openai,qwen3.6-plus,2,study2_british_within,study2_item_11,11,0.56,medium,en,0.8,0.8,0,,-0.09166984970282112,10,10,1.0,,
human_alignment,openai,qwen3.6-plus,2,study2_british_within,study2_item_11,11,0.56,medium,zh,0.6561079720711209,0.8,0,,-0.006547846407344365,10,10,1.0,,
