metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
cross_lingual,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_13,13,0.83,high,en_vs_zh,0.01007286462500093,0.02000000000000001,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_14,14,0.74,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_15,15,0.88,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_09,9,0.48,medium,en_vs_zh,0.0,0.0,1,0.0,,10,10,1.0,10.0,10.0
cross_lingual,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.5310044064107189,0.8,0,1.0,,10,10,1.0,10.0,10.0
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_01,1,0.9,high,en,1.0,1.0,0,,-0.6425294053171791,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_01,1,0.9,high,zh,1.0,1.0,0,,-0.6425294053171791,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_02,2,0.3,low,en,0.9555824531643601,0.98,0,,-0.05051793806312217,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_02,2,0.3,low,zh,0.9862255624891827,0.99,0,,-0.3738327416671041,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_03,3,0.36,medium,en,0.909574176729703,0.96,0,,-0.24997222685099468,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_03,3,0.36,medium,zh,0.7736089128947967,0.87,0,,-0.072201368323019,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_04,4,0.24,low,en,0.5605218825340386,0.76,1,,0.4633239167994182,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_04,4,0.24,low,zh,0.5605218825340386,0.76,1,,0.4633239167994182,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_05,5,0.64,medium,en,1.0,1.0,0,,-0.647775313812849,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_05,5,0.64,medium,zh,0.9353499406117104,0.98,0,,-0.33352216754670905,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_06,6,0.44,medium,en,1.0,1.0,0,,-0.40547849682554116,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_06,6,0.44,medium,zh,1.0,1.0,0,,-0.40547849682554116,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_07,7,0.28,low,en,1.0,1.0,0,,-0.3382950893557894,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_07,7,0.28,low,zh,1.0,1.0,0,,-0.3382950893557894,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_08,8,0.33,low,en,0.977353374935096,0.99,0,,-0.3305375606595595,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_08,8,0.33,low,zh,0.9792914527496186,0.99,0,,-0.44127251244801985,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.9406557062070925,0.98,0,,-0.10978065780767239,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.9207138725835597,0.97,0,,-0.11405017141259281,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_10,10,0.92,high,en,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_10,10,0.92,high,zh,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.8622556248918266,0.9,0,,-0.09166984970282112,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.6327374736224476,0.7999999999999999,0,,-0.006547846407344365,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_12,12,0.3,low,en,0.9516553314386336,0.98,0,,-0.03313147809612858,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_12,12,0.3,low,zh,1.0,1.0,0,,-0.3455058811955659,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_13,13,0.83,high,en,0.6111999452843622,0.78,0,,-0.22360679774997894,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.42441284487870895,0.5800000000000001,0,,-0.27721849663516385,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_14,14,0.74,high,en,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_14,14,0.74,high,zh,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_09,9,0.48,medium,en,0.9362663224626242,0.98,0,,-0.07627617133390224,10,10,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_09,9,0.48,medium,zh,0.9362663224626242,0.98,0,,-0.07627617133390224,10,10,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_11,11,0.56,medium,en,0.8622556248918266,0.9,0,,-0.09166984970282112,10,10,1.0,,
human_alignment,openai,MiniMax-M2.7-highspeed,2,study2_british_within,study2_item_11,11,0.56,medium,zh,0.623778860398527,0.8,0,,-0.006547846407344365,10,10,1.0,,
