metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.8336791289905013,0.94,0,1.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_12,12,0.3,low,en_vs_zh,0.03066939825433814,0.060000000000000026,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_13,13,0.83,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_14,14,0.74,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_15,15,0.88,high,en_vs_zh,0.0,0.0,1,0.0,,50,50,1.0,50.0,50.0
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_01,1,0.9,high,en,1.0,1.0,0,,-0.6425294053171791,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_01,1,0.9,high,zh,1.0,1.0,0,,-0.6425294053171791,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_02,2,0.3,low,en,1.0,1.0,0,,-0.36429003203460203,80,50,1.6,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_02,2,0.3,low,zh,1.0,1.0,0,,-0.36429003203460203,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_03,3,0.36,medium,en,0.8336791289905015,0.94,0,,0.1920290882090079,80,50,1.6,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_03,3,0.36,medium,zh,0.8145280452047188,0.9199999999999999,0,,0.12805748748079762,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_04,4,0.24,low,zh,0.5668431430675827,0.76,1,,0.03793216209054408,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_05,5,0.64,medium,en,0.5286584053722538,0.64,0,,-0.05698028822981898,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_05,5,0.64,medium,zh,1.0,1.0,0,,-0.647775313812849,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_06,6,0.44,medium,en,1.0,1.0,0,,-0.40547849682554116,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_06,6,0.44,medium,zh,1.0,1.0,0,,-0.40547849682554116,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_07,7,0.28,low,en,1.0,1.0,0,,-0.3382950893557894,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_07,7,0.28,low,zh,1.0,1.0,0,,-0.3382950893557894,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_08,8,0.33,low,en,0.9237075050922952,0.97,0,,-0.2478379864434084,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_08,8,0.33,low,zh,1.0,1.0,0,,-0.34523522258958245,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_09,9,0.48,medium,en,1.0,1.0,0,,-0.4021852658263463,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.3273236044950171,0.52,1,,0.42386058400941934,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_10,10,0.92,high,en,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_10,10,0.92,high,zh,1.0,1.0,0,,-0.6354889093022424,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.618102261703323,0.8,0,,-0.006547846407344365,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_11,11,0.56,medium,zh,1.0,1.0,0,,-0.4696682183138621,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_12,12,0.3,low,en,1.0,1.0,0,,-0.3455058811955659,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.9453283383687674,0.95,0,,-0.08282869524032145,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_13,13,0.83,high,en,0.09070410686643712,0.17,1,,0.7745966692414834,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.09070410686643712,0.17,1,,0.7745966692414834,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_14,14,0.74,high,en,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_14,14,0.74,high,zh,1.0,1.0,0,,-0.5388159060803247,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
